track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRVZACQ128E0780E39,Enthused,blink-182,https://p.scdn.co/mp3-preview/04ad784c45f1864d147002c4ff8b57e15ad739f8?cid=774b29d4f13844c495f206cafdad9c86,0D6VDXYVwk14yMDI39IGOr,"punk, punk_rock",Rock,2010,172960,0.145,0.995,2,-5.038,1,0.159,1.16e-05,0.00218,0.299,0.326,201.126,4
TRQRXNQ128F932F43F,Niña Bonita,Chino & Nacho,https://p.scdn.co/mp3-preview/50bd3cf9d452447044e25fa06e4218fc9b66af15?cid=774b29d4f13844c495f206cafdad9c86,1Evv1979G5y63oK9K2eot9,black_metal,,2010,215826,0.676,0.917,9,-4.897,1,0.125,0.285,0.0,0.176,0.727,120.014,4
TROIERE128F92FBD53,Amazing,Aerosmith,https://p.scdn.co/mp3-preview/1959c28e1192a13bee7e37ee31d0cd7aac36b75f?cid=774b29d4f13844c495f206cafdad9c86,0epe03uY5eNZe9A5iS8jQO,"rock, classic_rock, hard_rock, 90s",,2000,359666,0.292,0.829,0,-3.894,1,0.0423,0.0112,0.000291,0.262,0.285,139.439,4
TRCHGCP12903CB0D07,Glitterball,FC/Kahuna,https://p.scdn.co/mp3-preview/5c7612fc70cb56af5615cc6bf700e5c81f006acb?cid=774b29d4f13844c495f206cafdad9c86,0AOkjT0gXT3iR0SGNnNYsY,"electronic, trance, house, techno, electro",Electronic,2002,346266,0.525,0.876,8,-4.991,0,0.0351,0.00149,0.634,0.0942,0.199,124.988,4
TRDPOIF128F9339270,Stone to Wake a Serpent,Isis,https://p.scdn.co/mp3-preview/dde02c95228f790852cffe56ddc92d59f466e648?cid=774b29d4f13844c495f206cafdad9c86,18bMDMibwtQI3WEXrUAw8G,"progressive_rock, post_rock, progressive_metal",Metal,2009,510573,0.283,0.772,6,-6.342,0,0.0367,0.00164,0.742,0.321,0.236,132.445,4
TRLMGCQ128F4252F2D,Trust in You,The Offspring,https://p.scdn.co/mp3-preview/0d10bf8c041910e905b3e5847d6c4eb865e6d9df?cid=774b29d4f13844c495f206cafdad9c86,0Ijpm3sIV1HNwJpRixjXXv,"rock, punk, hard_rock, punk_rock",,2008,189160,0.397,0.929,8,-3.877,1,0.0588,0.000227,0.00435,0.0773,0.687,170.538,4
TRAKXEJ128F92E1FD6,We Won't Back Down,Escape the Fate,https://p.scdn.co/mp3-preview/f002224d11008cb32245e595ac199801cecd760b?cid=774b29d4f13844c495f206cafdad9c86,1di2xrXL4DSLtoEx9Ptumq,"hardcore, emo, post_hardcore, screamo",,2008,210573,0.304,0.921,8,-5.08,1,0.0881,0.00311,0.0,0.0929,0.338,181.597,4
TRODILI128F4266756,Soñé,Zoé,https://p.scdn.co/mp3-preview/4f8d93485d78f3995dc11f7e580b6ed9a5264aa8?cid=774b29d4f13844c495f206cafdad9c86,0nkKXEB5ClDLwG462DVD8R,lounge,,2007,197933,0.542,0.793,6,-8.723,0,0.0286,0.115,0.084,0.121,0.793,90.012,4
TRFUMOA128F425282D,The Alchemist's Dream,Behemoth,https://p.scdn.co/mp3-preview/d7f1f3c50ef9d02ac11bd4d0bf506856cbbf9cec?cid=774b29d4f13844c495f206cafdad9c86,0EkWuRQfLJjrsXpDWITxVc,"black_metal, death_metal, polish",,1999,340093,0.215,0.894,2,-4.107,1,0.0758,5.56e-06,0.314,0.212,0.136,126.723,3
TRCZKEP128F92FB037,Hurting,Friendly Fires,https://p.scdn.co/mp3-preview/699e05d0ef8d499fede839664f6668bb31a1b740?cid=774b29d4f13844c495f206cafdad9c86,00ZMdhHhzBLNXhiUGjoU0o,"electronic, indie, pop, british, funk, beautiful, synthpop",,2012,302453,0.605,0.794,4,-6.894,0,0.0441,0.00052,1.51e-06,0.341,0.772,106.039,4
TRJPLVP12903CAF9D7,Merry Christmas Mr. Lawrence,坂本龍一,https://p.scdn.co/mp3-preview/d52c17e7cbcda79d988ea08e8a5a2fb7ae5db09d?cid=774b29d4f13844c495f206cafdad9c86,0iUkHGwUn9Hw5W85mSDhhM,"electronic, ambient, instrumental, 80s, soundtrack, japanese, piano",,2013,280906,0.433,0.22,10,-21.52,0,0.05,0.978,0.904,0.0879,0.119,96.975,4
TROLTEZ12903CBC534,Deceived,Extreme Noise Terror,https://p.scdn.co/mp3-preview/c986a4e3df3bacf36e112179949b53fe01d5690b?cid=774b29d4f13844c495f206cafdad9c86,0CUBu0VE1btxxOYHxO5V51,grindcore,,1995,129600,0.365,0.962,11,-8.64,1,0.067,2.14e-06,0.791,0.268,0.454,103.494,4
TRILXCR128F1463397,The Eruption,Emperor,https://p.scdn.co/mp3-preview/eb03e4bf2d1990636248f5c5b7cb7e81ab9ec30b?cid=774b29d4f13844c495f206cafdad9c86,2tGeYbTM8gmQ9fB6mDuvxp,black_metal,,2001,388426,0.0794,0.943,5,-5.752,0,0.179,0.000199,0.795,0.609,0.0743,76.78,4
TRIJNRA128F428D627,Bermuda Highway,My Morning Jacket,https://p.scdn.co/mp3-preview/43ae0388fa2527602d7ef69b197741e1b5fe537e?cid=774b29d4f13844c495f206cafdad9c86,0S9VaY7rUwpk5VVF4vxy3q,acoustic,Rock,2001,199320,0.338,0.276,1,-10.241,1,0.0279,0.249,0.000212,0.173,0.0858,148.553,4
TRFQYYJ128F1474B4A,I Want You Now,Depeche Mode,https://p.scdn.co/mp3-preview/a7f293bb28ec787eb2a214a38ca1a5f5cf0dd2ab?cid=774b29d4f13844c495f206cafdad9c86,2E3k0wLM8PTLiOaxWoEZjy,"electronic, 80s, industrial, new_wave, electro, synthpop",Rock,1987,224973,0.283,0.384,4,-17.319,0,0.0808,0.717,0.0,0.437,0.58,102.816,4
TRHYYXK12903CF250F,The Great And The Good,Napalm Death,https://p.scdn.co/mp3-preview/1eb0bfd47db7cb9754ae0c183a77abaeaaed13a0?cid=774b29d4f13844c495f206cafdad9c86,1UuXyPf3oloFtLH9wYbWD6,"death_metal, grindcore",Metal,2005,250253,0.288,0.986,5,-4.661,1,0.193,1.08e-05,0.074,0.747,0.0441,107.41,4
TRZYLFW128F4253378,There Was a Time,Guns N' Roses,https://p.scdn.co/mp3-preview/0aa1ac5ba176be567a3bb492b968570dd31e64b5?cid=774b29d4f13844c495f206cafdad9c86,1n5mXt7KA3nBb3Ei7MQQ9g,"rock, classic_rock, hard_rock",,2008,400693,0.298,0.92,6,-7.454,0,0.0924,0.0326,0.000547,0.0708,0.388,179.953,4
TRUPINX128F92EB27E,One Day Like This,Elbow,https://p.scdn.co/mp3-preview/13c7ef6591168d1b091f5b5714eb490bef2b00b7?cid=774b29d4f13844c495f206cafdad9c86,0eDx3ucobu2tPlUvBowdL7,"rock, alternative, indie, indie_rock, british, beautiful, 00s, britpop",,2017,400453,0.433,0.618,10,-7.152,1,0.0293,0.112,0.0,0.0595,0.331,159.334,4
TRPNRZD128F4230EFE,Cristobal,Devendra Banhart,https://p.scdn.co/mp3-preview/f6c2cb412701fb13f2aaf40978750bceae315e00?cid=774b29d4f13844c495f206cafdad9c86,0jBJ7p24pYngDrzNmYYjEV,"indie, experimental, folk, american, 00s",Folk,2007,270200,0.461,0.284,11,-16.567,0,0.0433,0.991,0.73,0.0942,0.188,130.825,4
TRIQNMS128F9326B9B,Terminal,Gui Boratto,https://p.scdn.co/mp3-preview/29e7de1e0f1785e50ccfa35f58511a6f6d9e102a?cid=774b29d4f13844c495f206cafdad9c86,0Zq4DMSqlSK086CkYTUR5K,"electronic, house, techno, idm",,2007,356840,0.791,0.46,10,-10.067,0,0.149,0.00931,0.904,0.0875,0.339,125.038,4
TRPVTPD128F145E9C1,Inner Strength,Flaw,https://p.scdn.co/mp3-preview/94f7b3984c05d8b475a66308562992fe6d2f1b28?cid=774b29d4f13844c495f206cafdad9c86,32OrfuBDofdo9MzqbjVDgQ,"rock, metal, alternative_rock, hard_rock, nu_metal",Rock,2001,222933,0.461,0.852,7,-6.393,1,0.0564,1.3e-05,3.59e-05,0.0401,0.545,158.255,4
TRLJRXY12903CA5BB6,Nlogax,Boards of Canada,https://p.scdn.co/mp3-preview/ff92b0325f21150b9c06acd4cc91c6311a5c4782?cid=774b29d4f13844c495f206cafdad9c86,4twZPBdFpG2AXWrlRqurnQ,"electronic, ambient, instrumental, chillout, psychedelic, trip_hop, electro, downtempo, idm",Electronic,1996,413973,0.784,0.491,3,-9.327,0,0.0829,0.118,0.907,0.0772,0.918,105.036,4
TRUPNOF128F4285C89,BORDERLINE,鬼束ちひろ,https://p.scdn.co/mp3-preview/1ac6d05eb289206161279a372307f94b0b074992?cid=774b29d4f13844c495f206cafdad9c86,5WmM48Ot1jYJCoQLkjvRyb,"japanese, j_pop",,2002,346973,0.551,0.413,4,-6.586,0,0.0302,0.77,0.0,0.089,0.332,137.914,4
TROBNGW128F92FE31F,Firewood,Regina Spektor,https://p.scdn.co/mp3-preview/b53d4a67f8883b73b5fe21b402a892bc67ea2421?cid=774b29d4f13844c495f206cafdad9c86,0WhfZdLd8dXoVXUTJaKR8a,"female_vocalists, ambient, singer_songwriter, piano",Rap,2012,291720,0.497,0.13,1,-12.636,1,0.0383,0.936,0.00141,0.099,0.178,104.803,3
TRYPOKY128F426B2F2,"Du, meine Sonne",Teenage Bad Girl,https://p.scdn.co/mp3-preview/0576d2dd53bce93a747399b38b7d5bb700779f01?cid=774b29d4f13844c495f206cafdad9c86,3t1wuq4j2GaPNy4j6Sk4Ma,"electronic, electro, french",Electronic,2007,364453,0.675,0.855,1,-6.595,0,0.0775,3.33e-05,0.921,0.296,0.37,126.0,4
TRMLLKS12903CB62EA,Poc Vecem,In Extremo,https://p.scdn.co/mp3-preview/866274bea8e8fe8f9731f5a0bb563c7f29b4ff53?cid=774b29d4f13844c495f206cafdad9c86,04TjaxhwwAEnfIqQm0zdop,,,2005,276986,0.35,0.918,0,-2.801,1,0.0557,0.0633,0.00182,0.326,0.386,100.056,4
TRYVYDA12903D0CF0B,13 Years of Grief,Black Label Society,https://p.scdn.co/mp3-preview/42f23effd252d88b2a050877d614d44f31f93392?cid=774b29d4f13844c495f206cafdad9c86,01OtPe2ptDKE5dz879md3D,"heavy_metal, thrash_metal",Metal,2001,246906,0.242,0.985,0,-5.486,0,0.24,0.153,0.755,0.45,0.234,185.814,4
TRRDYQW128F9302C5D,My Lover's Gone,Dido,https://p.scdn.co/mp3-preview/0e60e20b31b809956f4e48a70a8840adf2b7229d?cid=774b29d4f13844c495f206cafdad9c86,0DPGXilt8uQiDwVZ9ZJQbm,"pop, female_vocalists, singer_songwriter, british, chillout",Pop,1999,267906,0.675,0.452,0,-10.736,1,0.0272,0.0715,0.00377,0.316,0.292,104.996,4
TRDQHPF12903CDA54E,Open All Night,Bruce Springsteen,https://p.scdn.co/mp3-preview/92c657123c97fa4179febd7114050ff398b77f48?cid=774b29d4f13844c495f206cafdad9c86,0CnViZ37b7QU9GvQiPk42t,"rock, folk, male_vocalists",Rock,1973,173813,0.648,0.386,6,-12.459,1,0.0395,0.752,0.0,0.213,0.542,144.129,4
TRXGLNJ128F427D53C,Hey Girl,Dashboard Confessional,https://p.scdn.co/mp3-preview/71ddb4320e3914a69f7482cb19d525eea8ca9c3b?cid=774b29d4f13844c495f206cafdad9c86,1WE1ObJ3USzg0eBKkxoWnL,"rock, indie, punk, singer_songwriter, acoustic, emo, pop_rock",,2003,213840,0.57,0.752,3,-4.2,1,0.0497,0.000704,0.0,0.0539,0.754,116.094,4
TRIRLGM128F931ADD6,Bobcaygeon,The Tragically Hip,https://p.scdn.co/mp3-preview/028841c55450a565968c7f46878ff8e4073ce0c4?cid=774b29d4f13844c495f206cafdad9c86,07k2yIwNykEIRycVx407LG,rock,Rock,2006,300440,0.412,0.669,7,-6.727,1,0.0341,0.201,0.615,0.151,0.366,169.017,4
TRCTRLK128F42370B0,Odyssey,Amethystium,https://p.scdn.co/mp3-preview/cd0e3fe11d5fa4cd000c0b10393343aa16f968ef?cid=774b29d4f13844c495f206cafdad9c86,0Pa9Dmsp8HFl9CkmEKryAW,"ambient, chillout, new_age",Rock,2001,282128,0.607,0.594,7,-9.165,1,0.0271,0.39,0.874,0.163,0.0584,100.023,4
TROWKUP12903CFA4DB,Stagger,Underworld,https://p.scdn.co/mp3-preview/70d3ab0cc7df71acf9b33ac8bbc3e2ea8c5ab68f?cid=774b29d4f13844c495f206cafdad9c86,1n6AXq4r0gZLE65nyUFijy,"electronic, techno",,1996,457760,0.599,0.31,2,-18.968,1,0.0299,0.407,0.013,0.112,0.23,152.113,4
TRTIDVJ128EF33F184,Amanita,Animal Collective,https://p.scdn.co/mp3-preview/4c7a5ca4c752d71ce81c108b15d5a8f039216075?cid=774b29d4f13844c495f206cafdad9c86,0IBnHZQT35G9LCmquySVkH,psychedelic,,2012,336349,0.455,0.829,0,-6.406,1,0.0541,0.000675,0.0443,0.484,0.647,153.942,4
TRCTBUT128F427AAAF,Libertine,Sevdaliza,https://p.scdn.co/mp3-preview/5479300aa3f89bad488ec4f101fc14415a63718e?cid=774b29d4f13844c495f206cafdad9c86,4lIZDudcyXIFPtgJRuMnqM,"electronic, black_metal, japanese, trance, emo, french, gothic_metal, russian, noise, symphonic_metal, j_pop, polish, new_age",Pop,2017,228964,0.512,0.672,6,-7.98,0,0.0869,0.256,0.00103,0.117,0.0381,81.901,4
TRKBEWV128EF33EFB4,One World One Sky,Covenant,https://p.scdn.co/mp3-preview/161250b1e867c8e10e1d71be14a77f81c90b4869?cid=774b29d4f13844c495f206cafdad9c86,0yVdWr8iB1SCnzMus1K0Kb,synthpop,,2000,301266,0.709,0.899,5,-8.082,0,0.0637,0.00465,0.36,0.193,0.337,132.002,4
TRZSNFG128F930ADD4,Superman (It's Not Easy),Five for Fighting,https://p.scdn.co/mp3-preview/88216b6070ca174d68332d3fbe41291034e815e9?cid=774b29d4f13844c495f206cafdad9c86,0dk90HgW9WPrArNabLOqjH,"rock, alternative, pop, singer_songwriter, chillout, soundtrack, piano, male_vocalists, love, 00s, mellow, pop_rock",,2000,220773,0.529,0.471,0,-7.586,1,0.0267,0.0589,0.0,0.0567,0.17,107.464,4
TRMVSRH128F9306404,The Breaking of Serenity,Thyrfing,https://p.scdn.co/mp3-preview/53c2eb26b09677b9bcc719c80b48ba924e5104f0?cid=774b29d4f13844c495f206cafdad9c86,298zt3HjmR4ZXVew7MpEaw,black_metal,,2000,267893,0.218,0.819,2,-5.966,0,0.0451,0.000239,0.0137,0.254,0.514,98.973,4
TRFOZKV128F4238BA1,Mr. Brown,Bob Marley & The Wailers,https://p.scdn.co/mp3-preview/54e24ea593fad358112ee451bf83c5536d92ee6c?cid=774b29d4f13844c495f206cafdad9c86,022k5aDVoslQ1K8dE8ph35,reggae,Reggae,2007,213080,0.559,0.774,1,-3.278,1,0.033,0.247,0.0,0.105,0.889,93.04,4
TRCPSRY128E0791E6D,The Consort,Rufus Wainwright,https://p.scdn.co/mp3-preview/fe61132d480eeda0d16678a35871d74d55d747b5?cid=774b29d4f13844c495f206cafdad9c86,0m43CIycSDQV0VJpZo2433,"indie, singer_songwriter",,2001,263600,0.336,0.389,0,-8.86,1,0.0313,0.634,0.000123,0.104,0.241,137.969,3
TRSIKBR128F4247E8E,Sad Girl,Lana Del Rey,https://p.scdn.co/mp3-preview/a239dc5d1feb2312ad90ab3a99b59b3a8ae32058?cid=774b29d4f13844c495f206cafdad9c86,0Exol9FBV2EXFuQouQQswj,"alternative, indie, pop, female_vocalists, american",,2014,317760,0.388,0.596,5,-8.347,1,0.0381,0.54,0.0329,0.119,0.253,119.516,4
TRAJLNF128F422658C,Come On-A My House,Rosemary Clooney,https://p.scdn.co/mp3-preview/7fdfbe675d2c022daa3aa5c29b8fbe45073550a7?cid=774b29d4f13844c495f206cafdad9c86,008a1Sa9TB7QUrTZbg6Kvn,"female_vocalists, jazz, oldies",,2010,121800,0.568,0.641,10,-8.691,0,0.101,0.781,0.0,0.261,0.963,180.012,4
TRAPAAK12903CAE560,In Time,Zero 7,https://p.scdn.co/mp3-preview/12be9921fe0236bda25d2956e8f10dd48b41391b?cid=774b29d4f13844c495f206cafdad9c86,24KUUpAqE8k8r6OGzOfM8c,"electronic, female_vocalists, ambient, chillout, trip_hop, downtempo, lounge, chill",Folk,2004,296093,0.616,0.34,7,-11.831,1,0.0261,0.432,0.0593,0.112,0.215,61.923,4
TRCGQXG128F427FCC1,Like That Girl,Fatty Koo,https://p.scdn.co/mp3-preview/08b95ea169c8262c395b2ca200f0499ba8d64589?cid=774b29d4f13844c495f206cafdad9c86,0mWm7lKjGuksUtOZMmd7wt,,,2005,260493,0.686,0.799,0,-4.021,1,0.16,0.104,0.0,0.273,0.677,91.031,4
TRFNJJG128F428E48F,In Your Face,Children of Bodom,https://p.scdn.co/mp3-preview/65da84b130fa5834bee60ceda7c73e34088c1b47?cid=774b29d4f13844c495f206cafdad9c86,0g0ZfleK5Kzu2s587NKzVP,"metal, death_metal, heavy_metal, melodic_death_metal, power_metal",,2005,255973,0.496,0.987,1,-3.461,1,0.0779,1.66e-05,0.449,0.0328,0.269,115.029,4
TRQVGZA128EF3453B5,Armchairs,Andrew Bird,https://p.scdn.co/mp3-preview/245af0083cf34b220d2459cd0fd6f8b1fdfdbd41?cid=774b29d4f13844c495f206cafdad9c86,0PvhPmZmYIswNmYAPztYxn,"indie, folk, singer_songwriter, piano, indie_pop, beautiful, mellow, chill",Rock,2007,422733,0.294,0.456,0,-10.245,1,0.0406,0.236,0.0381,0.0877,0.168,127.668,4
TRIMBQZ12903CB131E,My Romance,Gene Ammons,https://p.scdn.co/mp3-preview/bba0074954d911e69c5cf15f005e577f7760e03e?cid=774b29d4f13844c495f206cafdad9c86,00TRYYK0UfhFN711pF64ng,"jazz, funk, lounge",,2015,252203,0.514,0.0475,1,-10.668,1,0.0552,0.965,0.887,0.116,0.33,131.276,4
TRDKFRW128F9366846,Stranger in a Strange Land,30 Seconds to Mars,https://p.scdn.co/mp3-preview/0e68fb0bb15702eec09a384dc9c19a42bca66497?cid=774b29d4f13844c495f206cafdad9c86,566zgZLzBL7bNPop5Yjd18,"rock, electronic, alternative, alternative_rock, psychedelic",Rock,2009,414040,0.488,0.854,10,-7.505,0,0.0842,0.0168,0.282,0.107,0.585,174.997,4
TRBKRRD128F42A8C46,Per Un Amico,Premiata Forneria Marconi,https://p.scdn.co/mp3-preview/51ba17020a7cfa3e922faa37fb3130a2d14ebadb?cid=774b29d4f13844c495f206cafdad9c86,0Qrqra03HYRABprGcmdGwF,progressive_rock,Rock,1972,323840,0.324,0.358,5,-16.702,1,0.0349,0.36,0.686,0.113,0.135,93.051,4
TRBUPSO128F42BB9C0,Papagenu (He's My Sassafrass),Tenacious D,https://p.scdn.co/mp3-preview/040588fa2f0b474434b29466468084d8decfb1c1?cid=774b29d4f13844c495f206cafdad9c86,0GjX4x4E7CG2uajelhWNKm,"rock, hard_rock, heavy_metal, soundtrack",Rock,2006,144160,0.538,0.758,7,-5.3,1,0.114,0.201,5.23e-05,0.351,0.586,151.438,4
TRPRZJT128F933379F,This Darkened Heart,All That Remains,https://p.scdn.co/mp3-preview/33333aaba5b284d7c6031be5ccbe523952091cf7?cid=774b29d4f13844c495f206cafdad9c86,1rf63h4jyE7xK3teiFgiGh,"death_metal, hardcore, thrash_metal, metalcore, melodic_death_metal",Metal,2004,193466,0.491,0.989,2,-4.684,1,0.0644,7.04e-06,0.00257,0.28,0.258,116.0,4
TRTCNRY128F428B533,Sogg,Amiina,https://p.scdn.co/mp3-preview/7bf219b22af6a847728176acaad30c1aae729d32?cid=774b29d4f13844c495f206cafdad9c86,32vS0BdOiqk80MgKFz2W05,"ambient, instrumental, post_rock",,2007,170600,0.428,0.00389,7,-23.923,1,0.0568,0.996,0.897,0.0718,0.179,72.744,4
TRLKZXP128F4251284,Disease,Matchbox Twenty,https://p.scdn.co/mp3-preview/dfbaa74134bd55ffdf9742470d189a8f2c9cc8e5?cid=774b29d4f13844c495f206cafdad9c86,3POcdaiPYoL4peuFyKWRJE,"rock, alternative, pop, alternative_rock, 90s, pop_rock",Rock,2002,219360,0.541,0.833,8,-4.647,0,0.0583,0.0187,0.0,0.143,0.84,115.052,4
TRUGXTN12903CBD9B0,Bastard Samurai,High on Fire,https://p.scdn.co/mp3-preview/b706431425ab4083bdd406eba322af9da7cc9b7f?cid=774b29d4f13844c495f206cafdad9c86,1pvm5UElsBHX5VAYBaeE5g,"metal, doom_metal",Metal,2010,397226,0.369,0.727,11,-6.78,1,0.0376,0.000368,0.662,0.128,0.0855,114.4,4
TRVTJSH128F4235C29,Some Way Through This (Plastician & Skream Remix),The Black Ghosts,https://p.scdn.co/mp3-preview/adc870e978ea635945c67819c4894431090d3c6e?cid=774b29d4f13844c495f206cafdad9c86,2FlH5CWAUm9eDiQxVgGfV9,,Electronic,2012,351560,0.582,0.654,7,-9.05,1,0.0436,0.00153,0.0149,0.0768,0.455,145.962,4
TRYZPAM128F4278065,Kisses Sweeter Than Wine,Jimmie Rodgers,https://p.scdn.co/mp3-preview/b3f779046219f0a925f5b591fe7481b50b29ff95?cid=774b29d4f13844c495f206cafdad9c86,000J6XlimZiqvogOm2eIzr,"country, oldies",,2008,137760,0.558,0.537,5,-6.254,0,0.0336,0.874,5.53e-06,0.155,0.605,84.887,4
TRCLRKC128F92FFFD5,VI Scose Poise,Autechre,https://p.scdn.co/mp3-preview/c4b5597d5578ef10444fd1d00de2adfc9b5e65d6?cid=774b29d4f13844c495f206cafdad9c86,590UMXfthFy1uWpW8HvCQo,"electronic, ambient, experimental, industrial, idm, noise, avant_garde",Electronic,2001,416933,0.581,0.317,11,-19.451,0,0.0925,0.88,0.878,0.0832,0.127,88.732,5
TRBJKFF128F422E532,Feeding on the opiate,Lock Up,https://p.scdn.co/mp3-preview/1a35fe05ebfe3062f426abd7e667891308ae1814?cid=774b29d4f13844c495f206cafdad9c86,0L6w97itUl07PYEFgy9D2O,grindcore,,2002,89786,0.257,0.972,4,-6.734,0,0.163,1.52e-06,0.000169,0.386,0.156,122.905,1
TRFVGXS128F146B5C7,It's My Time,Clint Mansell,https://p.scdn.co/mp3-preview/e472124c1c510cbaeac00ff2c000fd48eab77440?cid=774b29d4f13844c495f206cafdad9c86,5PBCYeekZpN81mBhGI7TW9,"classical, soundtrack",,2010,90773,0.222,0.215,5,-14.621,1,0.0493,0.631,0.196,0.172,0.039,133.063,4
TRJAUYS128F428A580,Bleeding Heart Disease,NOFX,https://p.scdn.co/mp3-preview/c993a1333bcf310fbf80e52c23c023ce9539cfb3?cid=774b29d4f13844c495f206cafdad9c86,1LIy3a4iAMe0ies2nIGZfj,"punk, punk_rock",Punk,1996,216693,0.296,0.961,4,-6.373,1,0.199,7.57e-05,1.28e-06,0.0895,0.381,177.056,4
TRGJRDP12903CF9825,Stupid Boy,Keith Urban,https://p.scdn.co/mp3-preview/e95561821bec3d1ecd86a5a625634100fb25c564?cid=774b29d4f13844c495f206cafdad9c86,1WlsNsybdzv8LvnUgGl6mz,"singer_songwriter, country, male_vocalists, mellow",,2012,381120,0.498,0.614,3,-7.217,1,0.0351,0.0876,0.000239,0.0819,0.557,146.008,4
TRIUOOJ128F934A868,Famous Last Words,My Chemical Romance,https://p.scdn.co/mp3-preview/67c92af6b1777a1a0b39eb7869eb80bd92544bfe?cid=774b29d4f13844c495f206cafdad9c86,1BmY3l1iCqEgQ6vTlzKYgK,"rock, alternative, alternative_rock, punk, punk_rock, emo",,2006,299226,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,4
